indice,text,repostCount,replyCount,link,image,createdAt,depressive
499,"The history of the 1920s and 30s is so useful for understanding today. Andrew Mellon was the architect of the Great Depression as Treasury Secretary under Harding, Coolidge, ✨and✨ Hoover. 

You know who he sounds exactly like? Elon Musk and every Silicon Valley ghoul robbing us blind right now.",170,12,0,1,2025-02-28T20:06:05.637Z,0
1082,"I feel much the same about them. Why are you showing this? WE KNOW how much they hate us. 

And at risk people like me are likely to actually die. They are co.ing after social security which is my sole source of income. I'm fighting for MY LIFE. 

You want me to kiss them?",0,0,1,0,2024-11-10T16:15:31.290Z,0
2546,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. New transcript! ...",0,1,0,0,2023-06-21T15:15:18Z,0
299,lowkey wanna kms no shade,0,0,0,0,2024-12-03T12:44:14.572Z,0
837,It’s actually fascinating how many genuinely don’t realize bipolar people are just as vulnerable to seasonable symptom variation and severity variation as unipolar people are. Fall and winter are usually my most dangerous seasons. My depressive psychosis especially usually peaks around November,0,0,0,0,2024-09-17T21:31:12.295Z,0
1908,"I hope everyone who sees this today knows that you do matter in this world. And if you're currently battling addiction, depression, heartbreak, loneliness, suicidal thoughts, or any type of struggle, no matter how big or small, keep going because you are loved and you matter. 

🖤💜🖤",3,1,0,0,2024-10-19T05:25:20.944Z,0
2641,Thinking about the scale of plastic pollution quickly makes me think suicidal thoughts. Like what do you mean there's plastic trash in the Mariana Trench and on Everest and in the rain and my body even though it's super poisonous and bad and I'm always picking it up,0,0,0,0,2024-12-10T03:43:26.857Z,0
1484,"If I lose my account over this post imma kms 
Commission for a lovely client on FA
Character belongs to rightful owner",0,0,0,0,2023-09-04T09:09:33.178Z,0
1292,"All because Trump doesn't want us to do research into curing childhood cancers, Alzheimer's, diabetes and Parkinson's because Biden said he wanted to increase cancer research funding to cure cancer. Trump would let us all die just to spite Biden.",1,0,0,0,2025-02-09T15:56:07.241Z,0
1999,"I think the mass protest should be at our gold reserve #FortKnox. i mean MUSK claiming they “don’t even know if it’s there” which likely means when they remove it, and then gonna say “it was gone.”As F Elon said “that’s your gold.” - notice he didn’t include himself.
#fortknox #protest #mintpolice ?",4,1,0,0,2025-02-25T03:07:13.439Z,0
1556,"This is something important.
I have complex post-traumatic stress disorder, and can get quite stressed, uneasy, and anxious when I get personal messages. I react by not answering many of these unless I feel at ease/safe with you. So please don't take my silence as an insult, it's nothing personal.",6,11,0,0,2025-01-09T00:40:38.877Z,0
2893,"IMO, a /gentle/ reminder from a friend, from time to time is cool. Yelling, not so much.

But if the yellers wanna ""die on that hill,"" it's a choice, I guess. It's not one I would make. Oh, and I block the yellers/rude folks. Being yelled at doesn't cure ADHD. (We'd all be cured if it did!)",0,1,0,0,2024-10-28T22:04:41.084Z,0
1350,one thing i will say about bluesky is that i thoroughly enjoy the lack of football notifications . i feel tranquil and free from any burden as a result of my lack of *ELLAND BACK REPOSTED*  *(insert x straight male name) LUFC💛💙 REPOSTED* notifications . alexa play i’m like a bird by nelly furtado,0,0,0,0,2024-12-04T21:58:08.147Z,0
2646,"What to say to someone struggling with suicidal thoughts and ideations 

1. I care about you and I'm here to listen.

2. You don't have to go through this alone. Let me help you find support.

3. I'm sorry you're hurting, but there is hope and help available.",2,1,0,0,2025-01-19T00:10:43.793Z,0
2493,My period is here and my suic!dal thoughts have decrease by 70%. Let's go.,0,0,0,0,2024-10-24T19:53:34.577Z,0
5,"Gonna slap a TW on this for talk about suicidal thoughts

I’m not doing very good lately; I rarely am this time of year. I’m sticking around and it’ll pass, it always does.",57,23,0,1,2025-01-17T19:12:18.228Z,1
452,"I'm kind of at a loss for words to respond to the level of generosity I've recently received. Naturally, part of me still feels like I don't deserve it, I struggle a lot with impostor syndrome and feeling like a burden to others, but I want to choose to trust in the people who chose to support me.",25,24,0,0,2025-02-25T14:16:37.621Z,0
3341,I DONT WANNA LET ANYONE DIE BUT LOOK AT RHE CAMP WE HAVS TOO MANY CATS,0,1,0,0,2024-12-30T21:00:13.955Z,0
2723,"this palette makes me wanna die lol. getting through it though 

#wip / #art / #redraw",0,0,0,1,2024-10-25T08:15:20.849Z,0
1099,And that’s why I copy/pasted most of my mom’s directly. I would hate to forget any of this:,0,1,0,1,2024-10-06T03:27:26.823Z,0
1898,"HEADLINE: waking up between 4-5am? it may not be for the reason you think 

ME: hm okay

[clicks]

ARTICLE: this is a sign of anxiety

ME: no that’s the reason i think",8,3,0,0,2025-02-28T16:27:35.061Z,0
1901,As a Canadian with anxiety... Can we kindly just....please,1,1,0,0,2025-02-27T23:04:18.389Z,0
713,"I'm feeling depressed and suicidal today because I can't provide food for my kids - if you see this please say hi, it makes a huge difference. 💔

I need support, and a chance to rebuild my life 💔
gogetfunding.com/help-my-fami...",246,11,0,0,2025-02-28T16:38:44.612Z,0
624,"😁 I wish!
There really is nothing in a pharmacy that pairs with this experience.

Mushrooms and weed/THC would be my choice, as long as someone else was driving. 😁

I doubt that I could talk my wife into it with Dead & Co. upcoming. 🥺",0,0,0,0,2024-04-12T20:43:39.137Z,0
196,"Also, I feel like that no one cares about what I do and sometimes I just wanna dissappear you know... so yeah",1,0,0,0,2024-10-25T04:52:52.833Z,1
625,I wish i were witty enough to craft a reply regarding the coincidence of someone with the surname Lazarus replying to a thread about something dead cannot die again (see also: Lazarus was risen from the dead). Wish I were more clever! 🌹🌹🌹,1,1,0,0,2024-03-16T21:11:14.426Z,0
757,I just want everything to stop for long enough to get my feet back under me. I feel like I've been scrambling nonstop the past 24 months and getting nowhere. I need a chance to catch up without everything else careening further away.,0,0,0,0,2024-12-10T20:08:36.989Z,0
1024,i just realized i can't remember what her voice sounds like and now i feel so numb,0,1,0,0,2024-09-06T03:07:36.662Z,0
1101,"I hate how doctor's appointments, no matter how brief/not painful, suck the life out of me.
I came home from one yesterday morning and just spent my whole day in a fatigue pool. All I was doing was getting my immune meds refilled, but it still KO-ed me.",0,1,0,0,2024-03-28T15:45:51.400Z,0
2513,"when I'm upset, I fansub. when I'm mad, I fansub. when I need to clear my head, I fansub. earlier I had the worst run-in with inadequate and depressive thoughts yet, but because fansubbing requires a lot of attention I literally did not have room to think about anything else",0,0,0,0,2025-02-12T16:00:05.726Z,0
2575,Depressive thoughts begone! AAAAAAAAAAAAAAAAAAAAAA,0,0,0,0,2024-03-02T01:44:43.562Z,0
43,"👑 A Crown of Ivy and Glass 🌿 by Claire Legrand
⭐️⭐️⭐️⭐️

Plot was very interesting and engaging! It did feel a bit difficult to read, but it suited the setting and was paced super well

TW: Panic attacks, self-harm, suicidal thoughts, bl00d

#booksky #bookreview",0,0,0,0,2024-11-30T03:08:24.409Z,0
2708,"I don't want to pretend to know your complete situation, and I don't want to project my own experience too much either. But I do have so many self hating thoughts all the time, and I feel passively suicidal in that way as well. I know how much it hurts. You're in my heart and my thoughts.",0,0,0,0,2025-02-15T05:30:02.053Z,1
1536,"Amazing article. I especially appreciated that while this IS  horrifying and needs to be addressed by some policing agency, the article itself made me snort in varying places, with eye rolling, about how no one is dealing with this. Don't these people read science fiction?",0,0,0,0,2024-08-24T19:02:59.896Z,0
2409,"//Honestly I believe the creator made a wise decision by not diagnosing him with too many things directly so his knowledge on the multiple illnesses couldn’t be critiqued, but it leaves me with so many things to consider.

As someone who’s been diagnosed with anxiety and depression, I feel pretty—",0,1,0,0,2025-01-17T23:05:24.934Z,0
1554,"I feel like pointing the finger and placing blame does nothing, because no one is being held to account. The question we need to be asking is what can WE, as citizens, do about this shit show we find ourselves in?",3,0,0,0,2025-01-14T13:54:41.009Z,0
1810,i promise i’ll be okay eventually ily 💗,0,0,0,0,2024-11-08T05:24:29.135Z,0
1864,"It's tough going, being stuck in the cycle of wanting to improve but feeling down about your art. But I promise you, as long as you don't give up and you keep creating, you'll always be improving.",0,0,0,0,2025-02-28T23:47:02.005Z,0
1951,"Anxiety weighs a person down; but an encouraging #word lifts up their spirit!
Proverbs 12:25 

Maintaining relationships with folks who keep us uplifted and #positive even in the mist of circumstances, encouraging us to become a better version of ourselves always!✝️

#LOVE #JesusChrist #Strength",2,0,0,0,2025-02-27T05:43:17.876Z,0
1466,"I'm so fucking embarrassed of myself that I wish I could just hide under a rock and disappear from everyone forever lol

Unfortunately, I do not have the ability to shut the hell up so y'all are stuck with my awkward ass.",1,1,0,0,2024-12-11T12:44:06.501Z,0
1922,yeah id kill myself tbf not becauss of you but because i suffer from severe suicidal ideation suicide affects many households a year if you or anyone you know is suffering from suicidal thoughts please pick up the phone and call (248) 434-5508 you are NOT alone,0,2,0,0,2025-02-06T21:17:37.886Z,1
2383,"Last night I woke up having a massive panic attack and suicidal thoughts. I know why it happened, it makes me feel like I'm not worth anyone's time emotionally, or that people are better off after pushing me away, since I'm detrimental to others happiness. I don't know what to do",0,0,0,0,2024-01-31T20:50:56.429Z,1
500,Fancy saying that family members with disabilities are a burden. How insulting and upsetting to all those families who love and care for their child or family members.,0,0,0,0,2025-01-04T20:04:02.819Z,0
2069,the moment i found out that passive suicidal thoughts are not normal and not everyone has them i became so acutely aware of them that it pisses me off,0,0,0,0,2024-11-14T16:44:54.429Z,0
2477,"That is not how the Big Pharma sees it. They want to sell you suicide prevention pills. One of the side effects of those is suicidal thoughts and actions....  But, since you pay before you die, that's perfectly OK.",0,0,0,0,2025-02-06T12:58:25.890Z,0
1014,"docs.google.com/forms/d/e/1F...

I still have a whole stock of Meet Over Mead Dakimakuras that I'd love to find homes for! I absolutely love the quality of them, and I think they came out great. 

If nothing else, please consider these. The boys need a home.",4,1,0,0,2024-11-02T15:32:41.491Z,0
3022,They're so cute it makes me wanna die,0,1,0,0,2025-02-17T05:43:52.814Z,0
760,"Authors & writers: 1 sentence/day, any project for 20 days. No explanations & no judgement. 

""We've enough going on without you indulging any suicidal urges.""

1/20 
#BookSky
 #fiction
 #AmWriting
 🪐📚 💙📚",2,0,0,0,2025-01-04T02:41:46.336Z,0
